randomisationGroup,pool,groupTotalMessages,groupMicroDialogs,poolVariants,microDialog,folderPath,order,nodeUid,type,comment,resultVariable,answerType,channel,containsRules,isCommand,triggerExprs,en-GB,ro-RO
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,4,md-022#004,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,Your commitment to daily spirometry is amazing! You're taking great care of yourself! 👍,Felicitări! Se vede că ai grijă de sănătatea ta! 👍
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,5,md-022#005,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,Well done sticking to your spirometry schedule! You're making a big difference for your health! 🌬️💗,Bravo că urmezi programul de spirometrie! Asta contează mult pentru sănătatea ta! 🌬️💗
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,6,md-022#006,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,You're crushing it with your spirometry routine! 👊 Keep it going!,Ești tare cu testele de spirometrie! 👊 Ține-o tot așa!
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,7,md-022#007,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,Excellent job staying on track with your spirometry! Your hard work shows! 👊,Super că reușești să rămâi pe drumul cel bun! Se vede munca ta! 👊
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,8,md-022#008,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,Your consistency with spirometry is really admirable! Keep up the awesome effort! 💪,Felul în care faci spirometria constant e admirabil! Continuă așa! 💪
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,9,md-022#009,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,Fantastic work keeping up with your spirometry! You're doing everything right! 🌬️💗,Ai făcut o treabă fantastică cu spirometria ta! Faci totul  bine! 🌬️💗
r_FeedbackOnGoodCompliance,r_FeedbackOnGoodCompliance @ Good Compliance,20,1,10,Good Compliance,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry,10,md-022#010,message,To be shown only if spirometer data collection app (CLAID) indicates that spirometry was carried out.,,expects NO answer,👤 App/partner message to participant,0,no,,You're doing a great job with your spirometry schedule! 👍 Keep up the excellent progress!,Faci o treabă grozavă cu programul de spirometrie! 👍 Ești pe drumul cel bun!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,1,md-024#001,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,I noticed you missed a spirometry session. It's okay—let's work together to get back on track!,Am observat că ai ratat un test de spirometrie. Nu-i nimic – hai să revenim împreună pe drumul cel bun!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,2,md-024#002,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,It seems like you’ve had a hard time sticking to your spirometry routine. How can I help make it easier for you?,Se pare că ți-a fost greu să respecți rutina. Cum te pot ajuta să-ți fie mai ușor?
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,3,md-024#003,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,I see you've missed a spirometry check. No worries—let's figure out a plan to improve!,Ai ratat un test? Nu-ți face griji – Hai să facem împreună un plan ca să îmbunătățim situația!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,4,md-024#004,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,"It happens! If you’re struggling with the spirometry routine, I’m here to support you in getting back on track.","Se mai întâmplă! Dacă îți e greu cu spirometria, sunt aici să te ajut să revii pe drumul bun."
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,5,md-024#005,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,I noticed a gap in your spirometry schedule. Let’s find a way to make it more manageable for you.,Am văzut un gol în calendarul tău. Hai să găsim o soluție care să te ajute!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,6,md-024#006,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,"Life can get busy, and spirometry can be easy to forget. Let’s work on finding a routine that fits your day better!","Viața poate fi agitată, și e ușor să uiți de test. Hai să facem un program care ți se potrivește mai bine!"
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,7,md-024#007,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,I see there was a missed spirometry check. Let’s chat about what might help you stay on track.,Ai ratat un test? Hai să vorbim despre ce te-ar ajuta să revii!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,8,md-024#008,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,"If keeping up with spirometry has been tough, I totally understand. Let’s find a solution together!","Dacă ți-a fost greu să ții pasul cu testele, te înțeleg! Hai să găsim o soluție împreună!"
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ One missed session,31,3,9,One missed session,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,9,md-024#009,message,To be shown only if spirometer data collection app (CLAID) indicates that the current day's spirometry was not carried out.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,0,no,,I noticed you’ve missed a spirometry session. I’m here to help—let’s work on getting back into the routine!,Am văzut că ai lipsit la un test. Sunt aici să te ajut – hai să revenim la rutină!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,1,md-025#001,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,"It happens! If you’re struggling with the spirometry routine, I’m here to support you in getting back on track.","Se mai întâmplă! Dacă îți este greu să urmezi rutina de spirometrie, sunt aici să te susțin și să te ajut să revii pe drumul cel bun."
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,2,md-025#002,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,I noticed a gap in your spirometry schedule. Let’s find a way to make it more manageable for you.,Am observat că există o întrerupere în programul tău de spirometrie. Hai să găsim împreună o modalitate prin care să-ți fie mai ușor de gestionat.
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,3,md-025#003,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,"Life can get busy, and spirometry can be easy to forget. Let’s work on finding a routine that fits your day better!",Viața e agitată – uneori uităm. Hai să găsim împreună o rutină care se potrivește mai bine programului tău zilnic!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,4,md-025#004,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,"If keeping up with spirometry has been tough, I totally understand. Let’s find a solution together!","Dacă ți-a fost greu, te înțeleg total. Hai să găsim o soluție împreună!"
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,5,md-025#005,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,I noticed you missed a few spirometry sessions. It's okay—let's work together to get back on track!,Am văzut că ai lipsit la câteva teste. Nu-i nimic – hai să revenim împreună pe drumul bun!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,6,md-025#006,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,I see you've missed some spirometry checks. No worries—let's figure out a plan to improve!,Ai ratat câteva teste? Nu-ți face griji – hai să facem un plan care te ajută!
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,7,md-025#007,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,It's okay to miss a few spirometry sessions. Let’s refocus and find a way to make it easier moving forward.,Este în regulă să ratezi câteva ședințe de spirometrie. Haide să ne concentrăm din nou și să găsim o modalitate de a face lucrurile mai ușoare pe viitor.
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,8,md-025#008,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,I see there were some missed spirometry checks. Let’s chat about what might help you stay on track.,Ai ratat câteva teste? Hai să vedem ce ar merge mai bine pentru tine.
r_FeedbackOnPoorCompliance,r_FeedbackOnPoorCompliance @ Several missed sessions,31,3,9,Several missed sessions,Prompt patient to conduct daily spirometry / Feedback on compliance regarding daily spirometry / Poor Compliance,9,md-025#009,message,To be shown only if number of consecutive days without spirometry exceeds tolerance.,$needSupportMaterialOnCompliance,select one,👤 App/partner message to participant,1,no,$totalNumberOfConsecutiveDaysWithoutSpirometry calculated value is bigger than $hyperparameterToleranceForNumberOfConsecutiveDaysWithoutSpirometry,I noticed you’ve missed a few spirometry sessions. I’m here to help—let’s work on getting back into the routine!,Am observat că ai ratat câteva ședințe de spirometrie. Sunt aici să te ajut – hai să lucrăm împreună pentru a reveni la rutină!
r_QueryInterestInOutcomes,r_QueryInterestInOutcomes @ Medical Feedback lung function,2,2,1,Medical Feedback lung function,Prompt patient to conduct daily spirometry,1,md-026#001,message,To be shown only if current spirometry values are not so good.,$interestInCurrentSpyrometryOutcomes,select one,👤 App/partner message to participant,0,no,,Thanks for doing spirometry today! 🌬️💗 Would you like to know more about the outcome of your test?,Mulțumesc că ai făcut testul astăzi! 🌬️💗 Vrei să afli mai multe despre rezultat?
r_StartSpirometryOutcomesReview,r_StartSpirometryOutcomesReview @ Medical Feedback lung function,1,1,1,Medical Feedback lung function,Prompt patient to conduct daily spirometry,2,md-026#002,message,To be shown only if $interestInCurrentSpyrometryOutcomes=2,$displayOfSpirometryOutcomes,select one,👤 App/partner message to participant,1,no,$interestInCurrentSpyrometryOutcomes calculated value equals 2,Please tap when ready!,Apasă butonul când ești gata!
r_PostponeSpirometryOutcomesReview,r_PostponeSpirometryOutcomesReview @ Medical Feedback lung function,1,1,1,Medical Feedback lung function,Prompt patient to conduct daily spirometry,3,md-026#003,message,To be shown only if $interestInCurrentSpyrometryOutcomes=1,$timeToBeSetForSpirometryOutcomesDisplay,select one,👤 App/partner message to participant,1,no,$interestInCurrentSpyrometryOutcomes calculated value equals 1,When would you like to be reminded again?,Când vrei să-ți reamintesc din nou?
r_InquireNewTimeForSpirometryOutcomesReview,r_InquireNewTimeForSpirometryOutcomesReview @ Medical Feedback lung function,1,1,1,Medical Feedback lung function,Prompt patient to conduct daily spirometry,4,md-026#004,message,To be shown only if $timeToBeSetForSpirometryOutcomesDisplay=4,$newTimeForDisplayingOutcomeOfSpirometry,time,👤 App/partner message to participant,1,no,$timeToBeSetForSpirometryOutcomesDisplay calculated value equals 4,Please enter the time at which you would like to review the outcomes of your spirometry measurement today?,La ce oră vrei să verifici rezultatele testului de azi?
r_InstructionsOnHowToAccessSpirometryOutcomes,r_InstructionsOnHowToAccessSpirometryOutcomes @ Medical Feedback lung function,1,1,1,Medical Feedback lung function,Prompt patient to conduct daily spirometry,5,md-026#005,message,To be shown only if $interestInCurrentSpyrometryOutcomes=0,,expects NO answer,👤 App/partner message to participant,1,no,$interestInCurrentSpyrometryOutcomes calculated value equals 0,Remember that you can always review the outcomes of your most recent spirometry measurements by going to ....,Nu uita că poți vedea oricând rezultatele testelor tale la ...
r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement,r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement @ Quit spirometry dialog after successful spirometry procedure,6,1,6,Quit spirometry dialog after successful spirometry procedure,Prompt patient to conduct daily spirometry,0,md-027#000,message,Finish spirometry dialog,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 1,Good bye! 👋,La revedere! 👋
r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement,r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement @ Quit spirometry dialog after successful spirometry procedure,6,1,6,Quit spirometry dialog after successful spirometry procedure,Prompt patient to conduct daily spirometry,1,md-027#001,message,Finish spirometry dialog,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 1,Have a fantastic day ahead!,Să ai o zi fantastică!
r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement,r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement @ Quit spirometry dialog after successful spirometry procedure,6,1,6,Quit spirometry dialog after successful spirometry procedure,Prompt patient to conduct daily spirometry,2,md-027#002,message,Finish spirometry dialog,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 1,Goodbye for now! 👋,Pe curând! 👋
r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement,r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement @ Quit spirometry dialog after successful spirometry procedure,6,1,6,Quit spirometry dialog after successful spirometry procedure,Prompt patient to conduct daily spirometry,3,md-027#003,message,Finish spirometry dialog,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 1,Have a nice day! 🙋,Să ai o zi frumoasă! 🙋
r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement,r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement @ Quit spirometry dialog after successful spirometry procedure,6,1,6,Quit spirometry dialog after successful spirometry procedure,Prompt patient to conduct daily spirometry,4,md-027#004,message,Finish spirometry dialog,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 1,Have a nice day! 🙋‍♂️,Să ai o zi minunată! 🙋‍♂️
r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement,r_GoodByeAfterSuccessfullyCarryingOutSpirometryMeasurement @ Quit spirometry dialog after successful spirometry procedure,6,1,6,Quit spirometry dialog after successful spirometry procedure,Prompt patient to conduct daily spirometry,5,md-027#005,message,Finish spirometry dialog,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 1,See you later! 👋,Ne revedem mai târziu! 👋
r_GoodByeMessageAfterFailedAttemptAtSpirometry,r_GoodByeMessageAfterFailedAttemptAtSpirometry @ Quit spirometry dialog after unsuccessful spirometry procedure,1,1,1,Quit spirometry dialog after unsuccessful spirometry procedure,Prompt patient to conduct daily spirometry,0,md-028#000,message,Accept that user is not willing to repeat spirometry procedure for the day,,expects NO answer,👤 App/partner message to participant,2,no,$mySpiro_spirometryStart calculated value equals 1 ; $claidSpirometryCompleted calculated value equals 0,I understand. Tomorrow things will be easier. Good bye 👋,Înțeleg. Mâine o să fie mai ușor. Pa! 👋
r_GoodByeMessageAfterTooManySpirometryReminders,r_GoodByeMessageAfterTooManySpirometryReminders @ Quit spirometry dialog after too many spirometry reminders,1,1,1,Quit spirometry dialog after too many spirometry reminders,Prompt patient to conduct daily spirometry,0,md-029#000,message,Accept that user is not in the position to carry out the spirometry procedure for the day,,expects NO answer,👤 App/partner message to participant,0,no,,"I understand you may have a busy schedule today.
I'm sure tomorrow things will be easier. Bye 👋",Înțeleg că astăzi ai putea avea un program încărcat. Sunt sigur că mâine o să fie mai bine. Pa! 👋
r_IntroductionOfWeeklyIncentive_Stage0,r_IntroductionOfWeeklyIncentive_Stage0 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,4,md-030#004,message,To be shown on Mondays,,expects NO answer,👤 App/partner message to participant,1,no,$systemDayInWeek calculated value equals 1,Today is the first day of the week. I will closely assist you throughout the week to help you complete your daily routines! 🤗,Azi e prima zi din săptămână! O să fiu alături de tine săptămâna asta să te ajut să-ți ții rutina zilnică! 🤗
r_InquiryInterestInLotteryDrawing_Stage2,r_InquiryInterestInLotteryDrawing_Stage2 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,8,md-030#008,message,To be shown on Mondays,$interestInParticipatingInCurrentLotteryDrawing,select one,👤 App/partner message to participant,1,no,$systemDayInWeek calculated value equals 1,Does that sound like a good plan?,Ți se pare un plan bun?
r_InquiryInterestInLotteryDrawing_Stage3,r_InquiryInterestInLotteryDrawing_Stage3 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,9,md-030#009,message,To be shown on Mondays and only if $interestInParticipatingInCurrentLotteryDrawing=0,$interestInParticipatingInCurrentLotteryDrawing,select one,👤 App/partner message to participant,2,no,$systemDayInWeek calculated value equals 1 ; $interestInParticipatingInCurrentLotteryDrawing calculated value equals 0,"Are you sure? 🙁 I promise, it will be awesome! ✨ Especially because, currently, the probability of you winning is 100%!","Ești sigur/ă? 🙁 Îți promit că o să fie super tare! ✨ Și în plus, șansele tale de câștig sunt de 100%!"
r_IntroductionOfWeeklyIncentive_Stage4,r_IntroductionOfWeeklyIncentive_Stage4 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,10,md-030#010,message,To be shown on Mondays and only if $interestInParticipatingInCurrentLotteryDrawing=1,,expects NO answer,👤 App/partner message to participant,2,no,$interestInParticipatingInCurrentLotteryDrawing calculated value equals 1 ; $systemDayInWeek calculated value equals 1,The probability of winning is currently 100%! 🤝,Ai 100% șanse să câștigi acum! 🤝
r_IntroductionOfWeeklyIncentive_Stage5,r_IntroductionOfWeeklyIncentive_Stage5 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,12,md-030#012,message,To be shown on Mondays  and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2,,expects NO answer,👤 App/partner message to participant,3,no,$systemDayInWeek calculated value equals 1 ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,"It will stay like that if, for the rest of this week, we work together in order to fulfill your patient responsibilities. 🌟",Poți păstra aceste șanse dacă săptămâna asta facem echipă și îți ții responsabilitățile de pacient! 🌟
r_IntroductionOfWeeklyIncentive_Stage6,r_IntroductionOfWeeklyIncentive_Stage6 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,13,md-030#013,message,"To be shown on first Mondays after enrollment, as determined by $hyperparameterNumberOfWeeksAfterEnrollmentDetailedIncentiveLossAversionInfoIsShown, and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2",,select one,👤 App/partner message to participant,4,no,$systemDayInWeek calculated value equals 1 ; $numberOfInteractionsWithIncentivesDialogues calculated value is smaller or equal than $hyperparameterNumberOfWeeksAfterEnrollmentDetailedIncentiveLossAversionInfoIsShown ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,"And that's quite straightforward! All you need to do during the day is to take your medications as prescribed by your doctor, and to carry out your daily lung function measurement.",[not set]
r_IntroductionOfWeeklyIncentive_Stage7,r_IntroductionOfWeeklyIncentive_Stage7 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,14,md-030#014,message,"To be shown on first Mondays after enrollment, as determined by $hyperparameterNumberOfWeeksAfterEnrollmentDetailedIncentiveLossAversionInfoIsShown, and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2",,select one,👤 App/partner message to participant,4,no,$systemDayInWeek calculated value equals 1 ; $numberOfInteractionsWithIncentivesDialogues calculated value is smaller or equal than $hyperparameterNumberOfWeeksAfterEnrollmentDetailedIncentiveLossAversionInfoIsShown ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,"At night it’s even easier! Just before you go to sleep, you put on your smartwatch, connect the phone to its charger and place it close to your bed, and, lastly, activate the Alex app.",[not set]
r_IntroductionOfWeeklyIncentive_Stage8,r_IntroductionOfWeeklyIncentive_Stage8 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,15,md-030#015,message,To be shown on Mondays and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2,,expects NO answer,👤 App/partner message to participant,3,no,$systemDayInWeek calculated value equals 1 ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,Don't worry! I will send you reminders and offer my assistance. 💙,Nu-ți face griji! Îți trimit o scurtă reamintire și te ajut! 💙
r_IntroductionOfWeeklyIncentive_Stage9,r_IntroductionOfWeeklyIncentive_Stage9 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,16,md-030#016,message,To be shown on Mondays and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2,,select one,👤 App/partner message to participant,3,no,$systemDayInWeek calculated value equals 1 ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,"Remember, the probability of you winning $nameOfWeek1Incentive is 100%! 🙌",[not set]
r_IntroductionOfWeeklyIncentive_Stage10,r_IntroductionOfWeeklyIncentive_Stage10 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,17,md-030#017,message,To be shown on Mondays and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2,,expects NO answer,👤 App/partner message to participant,3,no,$systemDayInWeek calculated value equals 1 ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,"All you need to do to win $nameOfWeek1Incentive with absolute certainty is to make sure that, during this week, which is just seven days, you stick to your daytime and nighttime monitoring and medication routine.","Tot ce trebuie să faci ca să câștigi $nameOfWeek1Incentive cu siguranță este ca, timp de doar 7 zile, să-ți respecți rutina de medicamente și măsurători, zi și noapte."
r_IntroductionOfWeeklyIncentive_Stage11,r_IntroductionOfWeeklyIncentive_Stage11 @ Introduction of weekly incentive,1,1,1,Introduction of weekly incentive,,18,md-030#018,message,To be shown on Mondays and only if $interestInParticipatingInCurrentLotteryDrawing=1 or $interestInParticipatingInCurrentLotteryDrawing=2,,expects NO answer,👤 App/partner message to participant,3,no,$systemDayInWeek calculated value equals 1 ; $interestInParticipatingInCurrentLotteryDrawing calculated value is bigger than 0 ; $interestInParticipatingInCurrentLotteryDrawing calculated value not equals 99,Don’t let any missed measurement or medication puff diminish the probability of winning!,Nu lăsa un test uitat sau un medicament ratat să-ți scadă șansele de câștig!
